 model_row            width        mean_elev            maxWT         mean_rch       max_WT_loc   west_index   east_index
       870         450.0000           0.6397           0.3912           0.3654         100.0000          216          224
       871         450.0000           0.7111           0.3925           0.3668         100.0000          216          224
       872         450.0000           0.6992           0.3943           0.3675         100.0000          216          224
       873         450.0000           0.7679           0.3940           0.3678         100.0000          216          224
       874         450.0000           0.7245           0.3940           0.3683         100.0000          216          224
       875         450.0000           0.7589           0.3943           0.3688         100.0000          216          224
       876         500.0000           0.7130           0.3943           0.3640         100.0000          215          224
       877         500.0000           0.7594           0.3946           0.3655         100.0000          215          224
       878         500.0000           0.7868           0.3943           0.3643         100.0000          215          224
       879         500.0000           0.7974           0.3942           0.3635         100.0000          215          224
       880         500.0000           0.8458           0.3929           0.3610         100.0000          215          224
       881         500.0000           0.9450           0.3928           0.3614         100.0000          215          224
       882         500.0000           0.8652           0.3926           0.3625         100.0000          215          224
       883         500.0000           1.1133           0.3903           0.3630         100.0000          215          224
       884         550.0000           0.9558           0.3911           0.3596         100.0000          214          224
       885         550.0000           0.9394           0.3916           0.3601         100.0000          214          224
       886         550.0000           1.0100           0.3931           0.3609         100.0000          214          224
       887         500.0000           0.7856           0.3934           0.3565         100.0000          214          223
       888         500.0000           0.8279           0.3926           0.3563         100.0000          214          223
       889         500.0000           0.8432           0.3925           0.3558         100.0000          214          223
       890         500.0000           0.8544           0.3928           0.3546         100.0000          214          223
       891         500.0000           0.8641           0.3893           0.3526         100.0000          214          223
       892         500.0000           0.9367           0.3890           0.3516         100.0000          214          223
       893         500.0000           0.7854           0.3886           0.3495         100.0000          214          223
       894         500.0000           0.7836           0.3882           0.3460         100.0000          214          223
       895         500.0000           0.9039           0.3862           0.3449         100.0000          214          223
       896         450.0000           1.0893           0.3848           0.3491         100.0000          215          223
       897         450.0000           1.0102           0.3845           0.3492         100.0000          215          223
       898         450.0000           0.9989           0.3843           0.3522         100.0000          215          223
       899         450.0000           1.0696           0.3845           0.3543         100.0000          215          223
       900         450.0000           1.1073           0.3845           0.3553         100.0000          215          223
       901         450.0000           1.1620           0.3847           0.3561         100.0000          215          223
       902         500.0000           1.0536           0.3856           0.3512         100.0000          214          223
       903         500.0000           1.1012           0.3880           0.3524         100.0000          214          223
       904         450.0000           0.8162           0.3878           0.3482         100.0000          214          222
       905         450.0000           0.7569           0.3891           0.3490         100.0000          214          222
       906         450.0000           0.8751           0.3904           0.3499         100.0000          214          222
       907         450.0000           0.9219           0.3905           0.3504         100.0000          214          222
       908         450.0000           0.8713           0.3912           0.3509         100.0000          214          222
       909         500.0000           0.8146           0.3909           0.3476         100.0000          213          222
       910         500.0000           0.8388           0.3901           0.3479         100.0000          213          222
       911         550.0000           0.9042           0.3897           0.3431         100.0000          212          222
       912         600.0000           0.9047           0.3903           0.3394         100.0000          211          222
       913         650.0000           0.8251           0.3921           0.3382         100.0000          210          222
       914         550.0000           0.8616           0.3905           0.3487         100.0000          212          222
       915         400.0000           0.8312           0.3913           0.3681         100.0000          215          222
       916         400.0000           1.0761           0.3911           0.3709         100.0000          215          222
       917         400.0000           1.3014           0.3879           0.3713         100.0000          215          222
       918         400.0000           1.3101           0.3880           0.3719         100.0000          215          222
       919         450.0000           1.0821           0.3893           0.3674         100.0000          214          222
       920         450.0000           0.9996           0.3915           0.3688         100.0000          214          222
       921         450.0000           1.0908           0.3926           0.3685         100.0000          214          222
       922         400.0000           0.9009           0.3915           0.3693         100.0000          214          221
       923         400.0000           0.9008           0.3923           0.3722         100.0000          214          221
       924         400.0000           0.7963           0.3931           0.3734         100.0000          214          221
       925         400.0000           0.8596           0.3932           0.3753         100.0000          214          221
       926         400.0000           0.8856           0.3942           0.3768         100.0000          214          221
       927         400.0000           1.0976           0.3952           0.3762         100.0000          214          221
       928         400.0000           1.1645           0.3950           0.3751         100.0000          214          221
       929         400.0000           0.9237           0.3958           0.3731         100.0000          214          221
       930        1050.0000           0.5434           0.3961           0.3416         100.0000          201          221
       931        1050.0000           0.4979           0.3967           0.3418         100.0000          201          221
       932        1000.0000           0.7064           0.3957           0.3473         100.0000          202          221
       933         900.0000           0.6606           0.3969           0.3475         100.0000          204          221
       934         850.0000           0.6106           0.3982           0.3494         100.0000          205          221
       935         850.0000           0.7298           0.4004           0.3553         150.0000          206          222
       936         800.0000           0.7324           0.4043           0.3589         150.0000          207          222
       937         700.0000           0.8923           0.4060           0.3662         150.0000          209          222
       938         650.0000           0.8788           0.4106           0.3729         150.0000          210          222
       939         600.0000           1.1177           0.4120           0.3791         200.0000          211          222
       940         600.0000           1.0358           0.4144           0.3800         150.0000          211          222
       941         600.0000           1.0386           0.4132           0.3798         150.0000          211          222
       942         600.0000           0.9013           0.4142           0.3777         150.0000          211          222
       943         600.0000           0.9240           0.4103           0.3764         150.0000          211          222
       944         600.0000           0.8246           0.4111           0.3763         150.0000          211          222
       945         650.0000           0.7743           0.4074           0.3709         150.0000          210          222
       946         650.0000           0.8964           0.4057           0.3730         150.0000          210          222
       947         650.0000           0.9042           0.4071           0.3778         150.0000          210          222
       948         650.0000           0.7607           0.4110           0.3817         200.0000          210          222
       949         650.0000           0.8496           0.4148           0.3859         200.0000          210          222
       950         750.0000           0.9316           0.4196           0.3858         250.0000          209          223
       951         750.0000           0.9776           0.4222           0.3886         200.0000          209          223
       952         750.0000           0.8749           0.4240           0.3912         250.0000          209          223
       953         750.0000           0.8502           0.4274           0.3954         200.0000          209          223
       954         800.0000           0.9056           0.4255           0.3960         200.0000          208          223
       955         800.0000           0.9902           0.4276           0.4001         200.0000          208          223
       956         800.0000           1.0071           0.4275           0.4031         200.0000          208          223
       957         850.0000           0.9233           0.4273           0.4022         200.0000          207          223
       958         850.0000           1.0014           0.4268           0.4062         250.0000          207          223
       959         850.0000           1.0517           0.4299           0.4101         200.0000          207          223
       960         850.0000           1.0148           0.4356           0.4144         300.0000          207          223
       961         900.0000           0.9802           0.4440           0.4137         300.0000          206          223
       962         900.0000           1.0828           0.4543           0.4181         300.0000          206          223
       963         900.0000           1.0244           0.4594           0.4218         300.0000          206          223
       964        1000.0000           1.0168           0.4616           0.4165         350.0000          205          224
       965        1000.0000           1.1383           0.4619           0.4177         350.0000          205          224
       966        1000.0000           1.0334           0.4593           0.4182         350.0000          205          224
       967        1050.0000           0.9085           0.4595           0.4139         350.0000          204          224
       968        1050.0000           0.9050           0.4564           0.4133         400.0000          204          224
       969        1100.0000           0.9326           0.4556           0.4077         400.0000          203          224
       970        1100.0000           0.8905           0.4533           0.4068         350.0000          203          224
       971        1150.0000           1.0021           0.4477           0.4009         350.0000          202          224
       972        1150.0000           0.9203           0.4421           0.3983         350.0000          202          224
       973        1200.0000           0.9425           0.4331           0.3925         350.0000          201          224
       974        1200.0000           0.9099           0.4243           0.3885         400.0000          201          224
       975        1250.0000           0.8751           0.4160           0.3808         450.0000          200          224
       976        1250.0000           0.8331           0.4091           0.3745         500.0000          200          224
       977        1250.0000           0.8129           0.4029           0.3667         500.0000          200          224
       978        1350.0000           0.8606           0.3969           0.3614         550.0000          199          225
       979         300.0000           1.6130           0.3938           0.3799         100.0000          220          225
       980         300.0000           1.5355           0.3957           0.3767         100.0000          220          225
       981         250.0000           1.7643           0.3933           0.3827         100.0000          221          225
       982         250.0000           1.7771           0.3931           0.3805         100.0000          221          225
       983         250.0000           1.5221           0.3955           0.3786         100.0000          221          225
       984         250.0000           1.6377           0.3962           0.3792         100.0000          221          225
       985         250.0000           1.9407           0.3928           0.3767         100.0000          221          225
       986         250.0000           1.7667           0.3923           0.3747         100.0000          221          225
       987         250.0000           1.6158           0.3915           0.3731         100.0000          221          225
       988         250.0000           1.5451           0.3892           0.3686         100.0000          221          225
       989         200.0000           2.8521           0.3824           0.3729         100.0000          222          225
       990         200.0000           2.6507           0.3827           0.3724         100.0000          222          225
       991         200.0000           1.4731           0.3861           0.3736         100.0000          222          225
       992         200.0000           2.0987           0.3831           0.3713         100.0000          222          225
       993         200.0000           1.4272           0.3833           0.3710         100.0000          222          225
       994         200.0000           1.5466           0.3806           0.3684         100.0000          222          225
       995         200.0000           1.4960           0.3763           0.3623         100.0000          222          225
       996         150.0000           2.2783           0.3705           0.3705         100.0000          223          225
       997         150.0000           2.1282           0.3688           0.3688         100.0000          223          225
       998         150.0000           2.4081           0.3681           0.3681         100.0000          223          225
       999         250.0000           1.9124           0.3923           0.3717         100.0000          222          226
      1000         250.0000           1.6839           0.3925           0.3739         100.0000          222          226
      1001         250.0000           1.4887           0.3941           0.3741         100.0000          222          226
      1002         250.0000           1.6829           0.3892           0.3687         100.0000          222          226
      1003         300.0000           1.3908           0.3886           0.3491         100.0000          221          226
      1004         300.0000           1.3426           0.3896           0.3498         100.0000          221          226
      1005         300.0000           1.3857           0.3929           0.3590         100.0000          221          226
      1006         300.0000           1.5175           0.3957           0.3662         100.0000          221          226
      1007         300.0000           1.6753           0.3992           0.3788         100.0000          221          226
      1008         350.0000           1.4150           0.4009           0.3727         100.0000          220          226
      1009         350.0000           1.4111           0.4032           0.3812         100.0000          220          226
      1010         400.0000           1.2634           0.4053           0.3776         150.0000          219          226
      1011         450.0000           1.2463           0.4062           0.3761         150.0000          218          226
      1012         450.0000           1.3933           0.4109           0.3806         150.0000          218          226
      1013         500.0000           1.4500           0.4091           0.3782         150.0000          217          226
      1014         500.0000           1.4544           0.4103           0.3812         150.0000          217          226
      1015         550.0000           1.3572           0.4062           0.3750         150.0000          216          226
      1016         550.0000           1.2850           0.4052           0.3717         150.0000          216          226
      1017         350.0000           1.1673           0.4048           0.3887         100.0000          220          226
      1018         350.0000           1.3158           0.4031           0.3859         150.0000          220          226
      1019         450.0000           1.0947           0.4120           0.3817         150.0000          219          227
      1020         450.0000           1.0482           0.4199           0.3865         100.0000          219          227
      1021         400.0000           1.1305           0.4219           0.4002         150.0000          220          227
      1022         400.0000           1.2413           0.4190           0.4023         200.0000          220          227
      1023         450.0000           1.1340           0.4273           0.4017         150.0000          219          227
      1024         450.0000           1.1153           0.4294           0.4077         150.0000          219          227
      1025         650.0000           1.0893           0.4313           0.3861         150.0000          215          227
      1026         600.0000           1.0856           0.4320           0.3973         150.0000          216          227
      1027         600.0000           1.1731           0.4297           0.3982         150.0000          216          227
      1028         600.0000           1.3020           0.4282           0.3963         150.0000          216          227
      1029         600.0000           1.2408           0.4254           0.3942         150.0000          216          227
      1030         600.0000           1.2109           0.4256           0.3924         100.0000          216          227
      1031         600.0000           1.0525           0.4285           0.3910         100.0000          216          227
      1032         600.0000           1.1099           0.4257           0.3884         150.0000          216          227
      1033         600.0000           1.1508           0.4219           0.3850         150.0000          216          227
      1034         600.0000           1.1007           0.4206           0.3813         150.0000          216          227
      1035         650.0000           1.0482           0.4149           0.3732         150.0000          215          227
      1036         650.0000           1.0241           0.4097           0.3690         150.0000          215          227
      1037         650.0000           1.0125           0.4087           0.3681         100.0000          215          227
      1038         650.0000           0.9866           0.4101           0.3664         100.0000          215          227
      1039         700.0000           1.0367           0.4082           0.3620         100.0000          214          227
      1040         800.0000           1.0490           0.4047           0.3545         100.0000          212          227
      1041         850.0000           1.0489           0.4019           0.3510         100.0000          211          227
      1042         850.0000           0.9937           0.4004           0.3510         100.0000          211          227
      1043         900.0000           1.1487           0.3994           0.3496         100.0000          210          227
      1044         900.0000           1.0937           0.4004           0.3498         100.0000          210          227
      1045         900.0000           1.1584           0.3995           0.3502         100.0000          210          227
      1046         950.0000           0.8853           0.4047           0.3516         100.0000          210          228
      1047         950.0000           0.9473           0.4061           0.3495         150.0000          210          228
      1048         950.0000           0.9292           0.4046           0.3479         100.0000          210          228
      1049         950.0000           0.8850           0.4066           0.3465         150.0000          210          228
      1050        1000.0000           0.7545           0.4051           0.3446         150.0000          209          228
      1051        1000.0000           0.8247           0.4068           0.3446         150.0000          209          228
      1052        1050.0000           0.8297           0.4043           0.3427         100.0000          208          228
      1053        1050.0000           0.8343           0.4023           0.3406         100.0000          208          228
      1054        1050.0000           0.8590           0.4044           0.3362         100.0000          208          228
      1055         250.0000           1.2640           0.4058           0.3794         100.0000          224          228
      1056         250.0000           1.2200           0.3994           0.3620         100.0000          224          228
      1057         250.0000           1.0316           0.3951           0.3583         100.0000          224          228
      1058         200.0000           1.1346           0.3934           0.3744         100.0000          225          228
      1059         200.0000           1.0662           0.3933           0.3733         100.0000          225          228
      1060         200.0000           1.4017           0.3896           0.3696         100.0000          225          228
      1061         200.0000           1.1742           0.3869           0.3694         100.0000          225          228
      1062         250.0000           0.7481           0.4017           0.3811         100.0000          225          229
      1063         250.0000           0.7897           0.3922           0.3717         100.0000          225          229
      1064         300.0000           0.7385           0.3941           0.3629         100.0000          224          229
      1065         300.0000           0.7836           0.4139           0.3846         100.0000          224          229
      1066         300.0000           0.9736           0.4187           0.3933         100.0000          224          229
      1067         300.0000           1.0145           0.4219           0.3983         100.0000          224          229
      1068         300.0000           1.0584           0.4238           0.4021         100.0000          224          229
      1069         550.0000           0.7417           0.4256           0.3696         100.0000          219          229
      1070         650.0000           0.8204           0.4269           0.3675         100.0000          217          229
      1071         550.0000           0.9597           0.4277           0.3779         100.0000          219          229
      1072         450.0000           1.0682           0.4260           0.3855         100.0000          221          229
      1073         350.0000           1.0229           0.4244           0.3954         100.0000          223          229
      1074         350.0000           1.0481           0.4217           0.3818         100.0000          223          229
      1075         300.0000           1.2664           0.4166           0.3864         100.0000          224          229
      1076         300.0000           1.1576           0.4126           0.3724         100.0000          224          229
      1077         250.0000           1.1517           0.4112           0.3854         100.0000          225          229
      1078         250.0000           0.7121           0.4123           0.3857         100.0000          225          229
      1079         250.0000           1.1577           0.4105           0.3832         100.0000          225          229
      1080         300.0000           1.3451           0.4099           0.3670         100.0000          224          229
      1081         300.0000           1.5810           0.3844           0.3459         100.0000          223          228
      1082         300.0000           1.2820           0.3928           0.3583         100.0000          223          228
      1083         300.0000           1.1649           0.4009           0.3732         100.0000          223          228
      1084         300.0000           1.2799           0.4051           0.3794         100.0000          223          228
      1085         300.0000           1.1112           0.4085           0.3789         100.0000          223          228
      1086         300.0000           1.0039           0.4119           0.3717         100.0000          223          228
      1087         300.0000           0.9568           0.4138           0.3724         100.0000          223          228
      1088         300.0000           0.7910           0.4154           0.3847         100.0000          223          228
      1089         300.0000           0.8908           0.4040           0.3772         100.0000          222          227
      1090         300.0000           1.0158           0.4075           0.3825         100.0000          222          227
      1091         300.0000           0.9923           0.4086           0.3821         100.0000          222          227
      1092         250.0000           1.1862           0.4075           0.3879         100.0000          223          227
      1093         250.0000           1.2391           0.4052           0.3841         100.0000          223          227
      1094         250.0000           1.3624           0.4022           0.3804         100.0000          223          227
      1095         250.0000           1.5994           0.3982           0.3735         100.0000          223          227
      1096         250.0000           1.1060           0.3963           0.3618         100.0000          223          227
      1097         250.0000           0.8151           0.3984           0.3613         100.0000          223          227
      1098         200.0000           1.1720           0.3600           0.3417         100.0000          223          226
      1099         200.0000           1.0795           0.3663           0.3449         100.0000          223          226
      1100         200.0000           1.3003           0.3771           0.3603         100.0000          223          226
      1101         250.0000           0.9975           0.3836           0.3534         100.0000          222          226
      1102         250.0000           1.1270           0.3871           0.3563         100.0000          222          226
      1103         250.0000           1.3207           0.3902           0.3589         100.0000          222          226
      1104         250.0000           1.2206           0.3990           0.3757         100.0000          222          226
      1105         250.0000           1.2720           0.4060           0.3855         100.0000          222          226
      1106         300.0000           0.8835           0.4102           0.3755         100.0000          221          226
      1107         250.0000           1.1089           0.4038           0.3822         100.0000          221          225
      1108         250.0000           1.0094           0.4108           0.3938         100.0000          221          225
      1109         250.0000           1.1442           0.4159           0.4008         100.0000          221          225
      1110         250.0000           1.2014           0.4211           0.4063         100.0000          221          225
      1111         250.0000           1.2930           0.4273           0.4189         100.0000          221          225
      1112         300.0000           0.7846           0.4325           0.4206         150.0000          220          225
      1113         300.0000           0.7769           0.4362           0.4262         150.0000          220          225
      1114         300.0000           0.6335           0.4390           0.4256         150.0000          220          225
      1115         300.0000           0.8366           0.4365           0.4241         150.0000          220          225
      1116         250.0000           1.2151           0.4344           0.4265         100.0000          220          224
      1117         300.0000           0.9155           0.4362           0.4166         150.0000          219          224
      1118         300.0000           1.0143           0.4367           0.4190         150.0000          219          224
      1119         300.0000           1.1453           0.4380           0.4195         150.0000          219          224
      1120         300.0000           0.8746           0.4371           0.4183         150.0000          219          224
      1121         300.0000           0.7719           0.4366           0.4170         150.0000          219          224
      1122         350.0000           0.6726           0.4334           0.3982         150.0000          218          224
      1123         350.0000           0.6806           0.4290           0.3954         100.0000          218          224
      1124         350.0000           0.8033           0.4254           0.3893         100.0000          218          224
      1125         350.0000           0.8382           0.4184           0.3807         100.0000          218          224
      1126         250.0000           0.5306           0.4061           0.3946         100.0000          220          224
      1127         250.0000           0.5127           0.4067           0.3960         150.0000          220          224
      1128         300.0000           0.6152           0.4102           0.3902         150.0000          219          224
      1129         300.0000           0.7850           0.4134           0.3757         100.0000          218          223
      1130         300.0000           0.8376           0.4178           0.3912         100.0000          218          223
      1131         350.0000           0.6542           0.4183           0.3920         100.0000          217          223
      1132         350.0000           0.7207           0.4197           0.3820         100.0000          216          222
      1133         400.0000           0.6032           0.4233           0.3843         100.0000          215          222
      1134         450.0000           0.6192           0.4247           0.3818         150.0000          214          222
      1135         400.0000           0.4740           0.4286           0.3858         100.0000          214          221
      1136         450.0000           0.6857           0.4293           0.3890         100.0000          213          221
      1137         500.0000           0.8868           0.4290           0.3986         150.0000          212          221
      1138        2850.0000           1.1094           0.4591           0.4225        1750.0000          164          220
      1139        2850.0000           1.1832           0.4693           0.4359        1500.0000          164          220
      1140        2900.0000           1.1387           0.4796           0.4447        1450.0000          163          220
      1141        2900.0000           1.1078           0.4892           0.4506        1400.0000          162          219
      1142        2900.0000           1.1554           0.4989           0.4570        1300.0000          162          219
      1143        3800.0000           1.0176           0.5042           0.4289        1250.0000          144          219
      1144        3800.0000           1.1169           0.5085           0.4284        1150.0000          143          218
      1145        3900.0000           1.2950           0.5156           0.4233         550.0000          141          218
      1146        3950.0000           1.1167           0.5211           0.4169         550.0000          140          218
      1147        4000.0000           0.9270           0.5239           0.4094         550.0000          139          218
      1148        4100.0000           0.9294           0.5253           0.4004         550.0000          137          218
      1149        4150.0000           0.8538           0.5248           0.3892         500.0000          135          217
      1150        4250.0000           0.8070           0.5238           0.3759         500.0000          133          217
      1151        4350.0000           0.8889           0.5244           0.3586         450.0000          131          217
      1152        4350.0000           0.9548           0.5230           0.3348         550.0000          131          217
      1153        2050.0000           1.5535           0.5207           0.4501         500.0000          176          216
      1154        2000.0000           1.4103           0.5140           0.4410         500.0000          177          216
      1155        1900.0000           1.0251           0.5040           0.4284         500.0000          178          215
      1156        1800.0000           1.0036           0.4930           0.4129         450.0000          179          214
      1157        1650.0000           0.9200           0.4815           0.4058         450.0000          181          213
      1158        1550.0000           0.8754           0.4678           0.3890         500.0000          182          212
      1159        1300.0000           0.9526           0.4517           0.3738         350.0000          184          209
      1160        1100.0000           0.9362           0.4333           0.3476         250.0000          185          206
      1161         850.0000           1.0133           0.4149           0.3203         150.0000          187          203
      1162         650.0000           1.0207           0.3953           0.2792         100.0000          189          201
      1163         400.0000           1.0883           0.2500           0.2094         100.0000          192          199
