 model_row            width        mean_elev            maxWT         mean_rch       max_WT_loc   west_index   east_index
       440        1050.0000           1.0076           0.4825           0.3994         200.0000          207          227
       441        1050.0000           0.9464           0.4809           0.3932         200.0000          207          227
       442        1150.0000           0.8016           0.4795           0.3872         200.0000          206          228
       443        1150.0000           0.7575           0.4790           0.3835         200.0000          206          228
       444        1250.0000           0.7581           0.4777           0.3671         200.0000          204          228
       445        1450.0000           0.6606           0.4767           0.3518         200.0000          200          228
       446        1600.0000           0.6833           0.4756           0.3533         200.0000          198          229
       447        1650.0000           0.6349           0.4755           0.3514         200.0000          197          229
       448        1700.0000           0.6383           0.4769           0.3531         200.0000          196          229
       449        1700.0000           0.5392           0.4802           0.3537         200.0000          196          229
       450         700.0000           0.7855           0.4812           0.4423         200.0000          217          230
       451         750.0000           0.8587           0.4836           0.4378         200.0000          216          230
       452        1100.0000           0.7102           0.4846           0.3964         250.0000          209          230
       453         800.0000           0.9648           0.4846           0.4348         250.0000          215          230
       454         850.0000           1.1097           0.4866           0.4372         250.0000          215          231
       455        1550.0000           0.8265           0.4869           0.3803         250.0000          201          231
       456        1450.0000           0.9081           0.4883           0.3828         200.0000          203          231
       457        1550.0000           0.8584           0.4895           0.3774         200.0000          201          231
       458         950.0000           1.0577           0.4907           0.4224         250.0000          214          232
       459         950.0000           1.0828           0.4918           0.4207         250.0000          214          232
       460        1000.0000           1.0197           0.4920           0.4145         250.0000          213          232
       461        1050.0000           0.9589           0.4929           0.4087         200.0000          212          232
       462        1250.0000           0.9313           0.4935           0.3961         250.0000          209          233
       463        1350.0000           0.8191           0.4935           0.3909         250.0000          207          233
       464        1400.0000           0.7990           0.4945           0.3836         250.0000          206          233
       465        1450.0000           0.6680           0.4944           0.3754         250.0000          205          233
       466        1500.0000           0.6853           0.4935           0.3761         250.0000          205          234
       467        1350.0000           0.7338           0.4932           0.3810         250.0000          208          234
       468        1350.0000           0.7321           0.4909           0.3783         250.0000          208          234
       469        1350.0000           0.6620           0.4887           0.3803         250.0000          208          234
       470         750.0000           1.1348           0.4855           0.4471         200.0000          220          234
       471         800.0000           1.1699           0.4824           0.4380         200.0000          219          234
       472         900.0000           1.0247           0.4821           0.4312         250.0000          218          235
       473         950.0000           1.1383           0.4813           0.4251         250.0000          217          235
       474         950.0000           1.1688           0.4794           0.4232         200.0000          217          235
       475        1000.0000           1.1087           0.4772           0.4146         200.0000          216          235
       476        1100.0000           1.0520           0.4741           0.4009         200.0000          214          235
       477        1150.0000           1.2959           0.4699           0.3936         200.0000          213          235
       478        1250.0000           0.8661           0.4661           0.3871         200.0000          212          236
       479        1100.0000           0.9815           0.4622           0.3884         200.0000          215          236
       480        1100.0000           0.8868           0.4588           0.3811         200.0000          215          236
       481        1150.0000           0.7463           0.4549           0.3678         200.0000          214          236
       482        1150.0000           0.7488           0.4499           0.3551         200.0000          214          236
       483        1350.0000           0.5917           0.4467           0.3372         150.0000          210          236
       484        1300.0000           0.4791           0.4426           0.3298         150.0000          211          236
       485        1100.0000           0.5769           0.4408           0.3244         150.0000          216          237
       486        1050.0000           0.5419           0.4416           0.3160         150.0000          217          237
       487        1350.0000           0.5030           0.4377           0.3138         150.0000          211          237
       488        1350.0000           0.5394           0.4326           0.3163         150.0000          211          237
       489        1400.0000           0.5282           0.4296           0.3132         150.0000          210          237
       490        1400.0000           0.4852           0.4307           0.3114         150.0000          210          237
       491         850.0000           0.6522           0.4316           0.3186         100.0000          221          237
       492         950.0000           0.5994           0.4370           0.3243         150.0000          220          238
       493         950.0000           0.5737           0.4385           0.3274         150.0000          220          238
       494        1000.0000           0.5077           0.4381           0.3231         150.0000          219          238
       495        1000.0000           0.5660           0.4354           0.3211         150.0000          219          238
       496        1050.0000           0.5512           0.4308           0.3165         150.0000          218          238
       497         950.0000           0.6428           0.4285           0.3220         100.0000          220          238
       498         950.0000           0.7067           0.4271           0.3165         100.0000          220          238
       499         950.0000           0.6940           0.4291           0.3084         100.0000          220          238
       500         900.0000           0.7393           0.4285           0.3086         150.0000          221          238
       501         950.0000           0.7088           0.4348           0.3194         150.0000          221          239
       502         950.0000           0.6972           0.4364           0.3181         100.0000          221          239
       503         950.0000           0.7456           0.4346           0.3197         100.0000          221          239
       504         950.0000           0.6178           0.4340           0.3176         100.0000          221          239
       505         950.0000           0.5525           0.4288           0.3093         100.0000          221          239
       506         950.0000           0.5581           0.4276           0.3040         100.0000          221          239
       507         900.0000           0.6433           0.4253           0.3062         100.0000          222          239
       508         900.0000           0.6697           0.4260           0.3138         100.0000          222          239
       509         900.0000           0.7914           0.4260           0.3181         100.0000          222          239
       510         900.0000           0.6335           0.4346           0.3316         150.0000          223          240
       511        1150.0000           0.5820           0.4396           0.3277         100.0000          218          240
       512        1250.0000           0.5843           0.4408           0.3268         150.0000          216          240
       513        1350.0000           0.6423           0.4393           0.3299         150.0000          214          240
       514        1250.0000           0.7947           0.4383           0.3310         150.0000          216          240
       515        1200.0000           0.7591           0.4345           0.3287         100.0000          217          240
       516        1250.0000           0.6143           0.4320           0.3229         150.0000          216          240
       517        1250.0000           0.5521           0.4323           0.3192         100.0000          216          240
       518        1250.0000           0.6115           0.4346           0.3218         150.0000          217          241
       519        1000.0000           0.6422           0.4390           0.3264         150.0000          222          241
       520        1150.0000           0.5619           0.4414           0.3251         100.0000          219          241
       521        1150.0000           0.5993           0.4395           0.3266         100.0000          219          241
       522         950.0000           0.6916           0.4380           0.3297         100.0000          223          241
       523         950.0000           0.6800           0.4339           0.3278         100.0000          223          241
       524         950.0000           0.7584           0.4322           0.3289         100.0000          223          241
       525         950.0000           0.8222           0.4295           0.3263         100.0000          223          241
       526         950.0000           0.6560           0.4346           0.3276         100.0000          223          241
       527        1350.0000           0.5318           0.4404           0.3217         150.0000          216          242
       528        1400.0000           0.6034           0.4463           0.3238         150.0000          215          242
       529        1400.0000           0.6363           0.4471           0.3232         150.0000          215          242
       530        1650.0000           0.6420           0.4493           0.3223         150.0000          210          242
       531        1700.0000           0.6262           0.4480           0.3195         150.0000          209          242
       532        1700.0000           0.6126           0.4489           0.3228         150.0000          209          242
       533        1350.0000           0.7714           0.4464           0.3257         150.0000          216          242
       534         950.0000           0.7721           0.4467           0.3326         150.0000          224          242
       535         950.0000           0.8053           0.4438           0.3309         150.0000          224          242
       536         950.0000           0.7548           0.4444           0.3269         150.0000          224          242
       537         950.0000           0.7910           0.4415           0.3257         150.0000          224          242
       538         950.0000           0.8309           0.4427           0.3285         150.0000          224          242
       539        1700.0000           0.5274           0.4411           0.2906         150.0000          209          242
       540        1750.0000           0.5567           0.4428           0.2880         150.0000          208          242
       541        1750.0000           0.5871           0.4406           0.2871         150.0000          208          242
       542        1800.0000           0.6039           0.4407           0.2846         150.0000          207          242
       543        1800.0000           0.5997           0.4390           0.2831         150.0000          207          242
       544        1850.0000           0.5076           0.4418           0.2837         150.0000          206          242
       545        1800.0000           0.5023           0.4423           0.2861         150.0000          207          242
       546        1850.0000           0.5334           0.4481           0.2914         200.0000          207          243
       547        1800.0000           0.6632           0.4520           0.2929         150.0000          208          243
       548        1800.0000           0.6360           0.4539           0.2855         150.0000          208          243
       549        1800.0000           0.6435           0.4556           0.2873         150.0000          208          243
       550        1800.0000           0.7530           0.4561           0.2885         150.0000          208          243
       551        1800.0000           0.8352           0.4574           0.2885         200.0000          208          243
       552        1800.0000           0.8500           0.4595           0.2909         200.0000          208          243
       553        1800.0000           0.7425           0.4607           0.2952         200.0000          208          243
       554        1700.0000           0.7274           0.4616           0.3012         150.0000          210          243
       555        1650.0000           0.8530           0.4621           0.3003         200.0000          211          243
       556        1650.0000           0.8364           0.4620           0.3020         200.0000          211          243
       557        1650.0000           0.8709           0.4637           0.3047         200.0000          211          243
       558        1650.0000           0.9370           0.4639           0.3061         200.0000          211          243
       559        1650.0000           0.9811           0.4633           0.3081         200.0000          211          243
       560        1600.0000           0.9338           0.4625           0.3066         200.0000          212          243
       561        1550.0000           0.9042           0.4612           0.3063         200.0000          213          243
       562        1550.0000           0.8948           0.4584           0.3089         200.0000          213          243
       563        1500.0000           0.9417           0.4557           0.3037         200.0000          214          243
       564        1500.0000           0.9615           0.4537           0.3001         150.0000          214          243
       565        1500.0000           0.7653           0.4521           0.3009         150.0000          214          243
       566        1500.0000           0.7680           0.4524           0.3025         150.0000          214          243
       567        1500.0000           0.7901           0.4530           0.2986         150.0000          214          243
       568        1500.0000           0.7863           0.4554           0.2955         150.0000          214          243
       569        1600.0000           0.7527           0.4572           0.2976         200.0000          213          244
       570        1700.0000           0.7619           0.4604           0.2954         200.0000          211          244
       571        1850.0000           0.6707           0.4626           0.2954         150.0000          208          244
       572        1900.0000           0.6375           0.4653           0.2922         200.0000          207          244
       573        1950.0000           0.6647           0.4681           0.2920         200.0000          206          244
       574        2000.0000           0.7042           0.4700           0.2920         200.0000          205          244
       575        2050.0000           0.6652           0.4712           0.2879         200.0000          204          244
       576        2050.0000           0.6297           0.4719           0.2886         200.0000          204          244
       577        2050.0000           0.6825           0.4724           0.2963         200.0000          204          244
       578        2050.0000           0.6700           0.4729           0.3011         200.0000          204          244
       579        2300.0000           0.7261           0.4719           0.3050         200.0000          199          244
       580        2300.0000           0.7065           0.4725           0.3114         200.0000          199          244
       581        2300.0000           0.6709           0.4761           0.3216         200.0000          199          244
       582        1900.0000           0.7295           0.4784           0.3377         200.0000          207          244
       583        1700.0000           0.9301           0.4796           0.3531         200.0000          211          244
       584         750.0000           1.5347           0.4804           0.4347         200.0000          230          244
       585         800.0000           1.2527           0.4804           0.4281         200.0000          229          244
       586         700.0000           1.5331           0.4824           0.4431         200.0000          231          244
       587         850.0000           1.0393           0.4839           0.4222         200.0000          228          244
       588         850.0000           1.1564           0.4850           0.4233         200.0000          228          244
       589         800.0000           1.0911           0.4855           0.4332         200.0000          229          244
       590         950.0000           0.9348           0.4860           0.4155         200.0000          226          244
       591         950.0000           1.0074           0.4859           0.4203         200.0000          226          244
       592         950.0000           1.2852           0.4846           0.4219         200.0000          226          244
       593         900.0000           1.3067           0.4833           0.4277         250.0000          227          244
       594         950.0000           1.2354           0.4845           0.4204         200.0000          226          244
       595         900.0000           1.1260           0.4849           0.4237         200.0000          227          244
       596         850.0000           1.3373           0.4845           0.4290         200.0000          228          244
       597         850.0000           1.0888           0.4846           0.4281         200.0000          228          244
       598         900.0000           0.8831           0.4842           0.4188         200.0000          227          244
       599         800.0000           0.9472           0.4835           0.4301         200.0000          229          244
       600         800.0000           0.9442           0.4834           0.4283         200.0000          229          244
       601         750.0000           0.9238           0.4832           0.4330         200.0000          230          244
       602         750.0000           0.8937           0.4840           0.4327         200.0000          230          244
       603         800.0000           1.0329           0.4842           0.4252         200.0000          229          244
       604        1250.0000           0.6972           0.4844           0.3791         200.0000          220          244
       605        1250.0000           0.7692           0.4841           0.3791         200.0000          220          244
       606        1250.0000           0.5369           0.4840           0.3750         200.0000          220          244
       607         600.0000           0.9028           0.4846           0.4504         200.0000          233          244
       608         650.0000           1.0293           0.4844           0.4433         200.0000          232          244
       609         900.0000           0.8669           0.4835           0.4106         200.0000          227          244
       610         900.0000           0.9199           0.4833           0.4125         200.0000          227          244
       611         850.0000           1.2139           0.4821           0.4202         200.0000          228          244
       612        1050.0000           0.8795           0.4808           0.3987         200.0000          224          244
       613         900.0000           0.9821           0.4786           0.4096         200.0000          227          244
       614         700.0000           1.0769           0.4759           0.4321         200.0000          231          244
       615         650.0000           0.8630           0.4722           0.4376         200.0000          232          244
       616        1050.0000           0.6821           0.4676           0.3820         150.0000          223          243
       617        1250.0000           0.7281           0.4656           0.3686         200.0000          219          243
       618        1250.0000           0.6291           0.4619           0.3627         200.0000          219          243
       619        1200.0000           0.7491           0.4578           0.3643         150.0000          220          243
       620        1000.0000           0.9251           0.4575           0.3807         150.0000          224          243
       621         850.0000           0.9266           0.4585           0.4001         200.0000          227          243
       622         800.0000           0.8257           0.4611           0.4023         200.0000          228          243
       623         900.0000           0.8930           0.4620           0.3912         200.0000          226          243
       624        1200.0000           0.7717           0.4619           0.3736         200.0000          220          243
       625         600.0000           1.3382           0.4623           0.4252         200.0000          232          243
       626         550.0000           1.1383           0.4628           0.4309         200.0000          233          243
       627        1000.0000           0.5670           0.4645           0.3822         200.0000          224          243
       628        1050.0000           0.5807           0.4670           0.3790         200.0000          223          243
       629         750.0000           1.0491           0.4710           0.4153         200.0000          229          243
       630         700.0000           1.0883           0.4748           0.4258         200.0000          230          243
       631         700.0000           1.1338           0.4777           0.4278         200.0000          230          243
       632         650.0000           1.2463           0.4796           0.4372         200.0000          231          243
       633         600.0000           1.3015           0.4827           0.4479         200.0000          232          243
       634        1100.0000           0.7049           0.4861           0.3774         200.0000          222          243
       635        1100.0000           0.7667           0.4885           0.3765         200.0000          222          243
       636        1050.0000           0.8180           0.4927           0.3784         200.0000          223          243
       637        1050.0000           0.8113           0.4934           0.3726         200.0000          223          243
       638        1100.0000           0.6865           0.4912           0.3603         200.0000          222          243
       639        1150.0000           0.6874           0.4884           0.3553         200.0000          221          243
       640        1200.0000           0.7636           0.4853           0.3536         200.0000          220          243
       641        1350.0000           0.7337           0.4815           0.3486         200.0000          217          243
       642        1400.0000           0.6851           0.4780           0.3442         150.0000          216          243
       643        1350.0000           0.6666           0.4763           0.3437         150.0000          217          243
       644        1300.0000           0.6880           0.4750           0.3470         150.0000          218          243
       645        1050.0000           0.8152           0.4748           0.3611         150.0000          223          243
       646        1000.0000           0.7017           0.4755           0.3648         150.0000          224          243
       647        1000.0000           0.8145           0.4761           0.3673         150.0000          224          243
       648        1100.0000           0.7451           0.4740           0.3598         150.0000          222          243
       649        1100.0000           0.8065           0.4674           0.3529         200.0000          222          243
       650        1000.0000           0.9424           0.4597           0.3453         200.0000          223          242
       651        2250.0000           0.4584           0.4566           0.2395         150.0000          198          242
       652        2250.0000           0.4370           0.4551           0.2230         150.0000          198          242
       653        2250.0000           0.4495           0.4570           0.2088         150.0000          198          242
       654        2250.0000           0.4257           0.4592           0.2042         150.0000          198          242
       655        2250.0000           0.4336           0.4598           0.2021         150.0000          198          242
       656        2200.0000           0.4412           0.4599           0.2045         150.0000          199          242
       657        2150.0000           0.4656           0.4593           0.2078         150.0000          200          242
       658        2150.0000           0.4877           0.4598           0.2142         150.0000          200          242
       659        2100.0000           0.4559           0.4606           0.2278         150.0000          201          242
       660        2100.0000           0.4594           0.4613           0.2414         150.0000          201          242
       661        1550.0000           0.5789           0.4623           0.2454         150.0000          212          242
       662        1550.0000           0.5980           0.4646           0.2515         150.0000          212          242
       663        1550.0000           0.6109           0.4679           0.2598         150.0000          212          242
       664        1550.0000           0.6029           0.4737           0.2724         150.0000          212          242
       665        1550.0000           0.6434           0.4797           0.2829         150.0000          212          242
       666        1550.0000           0.6844           0.4842           0.2910         150.0000          212          242
       667        1500.0000           0.6948           0.4887           0.2989         150.0000          213          242
       668        1500.0000           0.6500           0.4922           0.3036         200.0000          213          242
       669        1500.0000           0.5447           0.4956           0.3093         200.0000          213          242
       670        1450.0000           0.5139           0.4967           0.3200         200.0000          214          242
       671        1350.0000           0.6166           0.4964           0.3318         200.0000          216          242
       672        1300.0000           0.7073           0.4969           0.3432         200.0000          217          242
       673        1250.0000           0.6709           0.4968           0.3518         200.0000          218          242
       674         950.0000           0.8053           0.4969           0.3879         200.0000          224          242
       675         950.0000           0.8271           0.4966           0.3912         200.0000          224          242
       676        1000.0000           0.8219           0.4944           0.3864         200.0000          223          242
       677        1000.0000           0.7582           0.4931           0.3908         200.0000          223          242
       678         950.0000           0.9067           0.4917           0.3904         200.0000          223          241
       679         950.0000           0.8244           0.4908           0.3937         200.0000          223          241
       680         950.0000           0.7990           0.4908           0.3941         200.0000          223          241
       681        1000.0000           0.7266           0.4915           0.3909         150.0000          222          241
       682        1000.0000           0.6197           0.4932           0.3940         150.0000          222          241
       683        1000.0000           0.8092           0.4956           0.3968         200.0000          222          241
       684         700.0000           1.1419           0.4977           0.4471         200.0000          228          241
       685         700.0000           1.0264           0.4989           0.4459         200.0000          228          241
       686         750.0000           0.8753           0.5003           0.4363         200.0000          227          241
       687         800.0000           0.7582           0.5016           0.4275         200.0000          226          241
       688         850.0000           0.7442           0.5033           0.4249         200.0000          225          241
       689         850.0000           0.9304           0.5057           0.4274         200.0000          225          241
       690         850.0000           0.8350           0.5052           0.4270         200.0000          225          241
       691         800.0000           0.8442           0.5023           0.4327         200.0000          226          241
       692         800.0000           0.7454           0.4969           0.4314         200.0000          226          241
       693         850.0000           0.7109           0.4905           0.4173         200.0000          225          241
       694         850.0000           0.6962           0.4867           0.4137         250.0000          225          241
       695         850.0000           0.6687           0.4842           0.4022         200.0000          224          240
       696         600.0000           0.8897           0.4830           0.4441         200.0000          229          240
       697         600.0000           0.9040           0.4822           0.4428         200.0000          229          240
       698         600.0000           0.9561           0.4815           0.4420         200.0000          229          240
       699         600.0000           1.0592           0.4807           0.4415         200.0000          229          240
       700         650.0000           0.8659           0.4800           0.4308         200.0000          228          240
       701         700.0000           0.8852           0.4784           0.4227         200.0000          227          240
       702         700.0000           0.9034           0.4759           0.4207         200.0000          227          240
       703         750.0000           0.8745           0.4716           0.4132         200.0000          226          240
       704         750.0000           0.9127           0.4671           0.4099         150.0000          226          240
       705         700.0000           0.9458           0.4644           0.4139         150.0000          227          240
       706         700.0000           1.0226           0.4618           0.4127         150.0000          227          240
       707         650.0000           0.9859           0.4609           0.4172         150.0000          228          240
       708         650.0000           0.9323           0.4595           0.4150         150.0000          228          240
       709         700.0000           0.7736           0.4602           0.4065         150.0000          227          240
       710         800.0000           0.6811           0.4606           0.3945         150.0000          225          240
       711        1350.0000           0.4599           0.4618           0.3628         150.0000          214          240
       712        1350.0000           0.5374           0.4607           0.3612         150.0000          214          240
       713        1350.0000           0.5913           0.4610           0.3674         150.0000          214          240
       714         700.0000           0.8481           0.4607           0.4164         200.0000          227          240
       715         700.0000           0.8627           0.4600           0.4185         200.0000          227          240
       716         750.0000           0.9049           0.4575           0.4141         200.0000          226          240
       717         800.0000           0.8661           0.4545           0.4055         200.0000          225          240
       718         750.0000           0.9520           0.4508           0.4091         200.0000          226          240
       719         650.0000           1.2543           0.4498           0.4183         250.0000          228          240
       720         600.0000           1.0700           0.4504           0.4175         300.0000          229          240
       721         650.0000           1.3253           0.4515           0.4105         250.0000          227          239
       722         750.0000           1.1638           0.4550           0.4076         250.0000          225          239
       723         750.0000           1.0020           0.4605           0.4129         200.0000          225          239
       724         750.0000           1.0284           0.4685           0.4214         200.0000          225          239
       725         800.0000           1.1447           0.4741           0.4183         200.0000          224          239
       726         800.0000           1.0442           0.4797           0.4225         250.0000          224          239
       727         800.0000           0.8537           0.4838           0.4274         250.0000          224          239
       728         800.0000           1.2392           0.4860           0.4333         250.0000          224          239
       729         850.0000           1.1433           0.4871           0.4304         250.0000          223          239
       730         800.0000           1.0597           0.4875           0.4338         200.0000          223          238
       731         800.0000           1.3025           0.4874           0.4355         200.0000          223          238
       732         800.0000           1.0946           0.4884           0.4351         250.0000          223          238
       733         750.0000           1.0791           0.4888           0.4433         250.0000          224          238
       734         750.0000           1.2448           0.4890           0.4423         250.0000          224          238
       735         750.0000           1.1645           0.4888           0.4412         250.0000          224          238
       736         700.0000           1.2642           0.4882           0.4480         250.0000          225          238
       737         700.0000           1.1779           0.4871           0.4462         250.0000          225          238
       738         650.0000           1.1935           0.4856           0.4446         200.0000          225          237
       739         650.0000           1.1309           0.4845           0.4439         200.0000          225          237
       740         650.0000           1.1887           0.4836           0.4444         200.0000          225          237
       741         650.0000           1.1533           0.4831           0.4450         200.0000          225          237
       742         950.0000           0.6040           0.4829           0.4084         200.0000          219          237
       743         900.0000           0.9400           0.4819           0.4157         250.0000          220          237
       744         850.0000           1.0185           0.4818           0.4233         250.0000          221          237
       745         750.0000           1.1344           0.4821           0.4384         250.0000          223          237
       746         700.0000           1.0926           0.4823           0.4391         200.0000          223          236
       747         750.0000           1.0412           0.4836           0.4349         200.0000          222          236
       748         750.0000           0.9621           0.4852           0.4381         200.0000          222          236
       749         800.0000           1.0222           0.4863           0.4336         200.0000          221          236
       750         800.0000           1.0044           0.4873           0.4356         200.0000          221          236
       751         800.0000           0.9478           0.4879           0.4363         200.0000          221          236
       752         850.0000           0.7958           0.4882           0.4292         200.0000          220          236
       753         850.0000           0.9290           0.4880           0.4304         200.0000          220          236
       754         850.0000           0.8124           0.4875           0.4305         200.0000          220          236
       755         850.0000           0.8182           0.4866           0.4302         200.0000          220          236
       756         850.0000           0.8290           0.4854           0.4280         250.0000          220          236
       757         800.0000           0.9693           0.4835           0.4234         200.0000          220          235
       758         750.0000           0.9400           0.4809           0.4262         200.0000          221          235
       759         750.0000           0.7969           0.4782           0.4201         200.0000          221          235
       760         700.0000           1.0186           0.4757           0.4225         200.0000          222          235
       761         700.0000           0.8770           0.4735           0.4157         200.0000          222          235
       762         750.0000           0.9088           0.4711           0.4024         200.0000          221          235
       763         800.0000           0.8292           0.4690           0.3906         200.0000          220          235
       764         850.0000           0.7411           0.4655           0.3798         200.0000          219          235
       765         900.0000           0.6849           0.4621           0.3697         250.0000          218          235
       766         900.0000           0.9054           0.4602           0.3693         250.0000          218          235
       767         950.0000           0.7466           0.4593           0.3710         250.0000          217          235
       768         650.0000           0.9597           0.4594           0.4066         250.0000          223          235
       769         550.0000           1.0822           0.4604           0.4162         150.0000          224          234
       770         450.0000           1.3807           0.4596           0.4355         150.0000          226          234
       771         450.0000           1.5581           0.4598           0.4344         150.0000          226          234
       772         450.0000           1.5444           0.4590           0.4344         150.0000          226          234
       773         450.0000           1.3038           0.4600           0.4351         150.0000          226          234
       774         450.0000           1.6683           0.4599           0.4357         150.0000          226          234
       775         450.0000           1.6213           0.4603           0.4358         150.0000          226          234
       776         500.0000           1.1857           0.4595           0.4272         150.0000          225          234
       777         500.0000           1.4561           0.4600           0.4293         150.0000          225          234
       778         500.0000           1.2101           0.4604           0.4312         200.0000          225          234
       779         500.0000           1.1967           0.4613           0.4330         200.0000          225          234
       780         500.0000           1.3453           0.4623           0.4350         200.0000          225          234
       781         500.0000           1.3017           0.4613           0.4356         200.0000          225          234
       782         550.0000           1.3937           0.4594           0.4255         200.0000          224          234
       783         550.0000           1.5176           0.4562           0.4258         200.0000          224          234
       784         550.0000           1.2120           0.4557           0.4257         200.0000          224          234
       785         500.0000           1.3533           0.4519           0.4228         150.0000          224          233
       786         500.0000           1.1851           0.4480           0.4199         200.0000          224          233
       787         550.0000           1.2083           0.4428           0.4075         200.0000          223          233
       788         550.0000           1.2838           0.4378           0.4087         200.0000          223          233
       789         550.0000           1.2117           0.4337           0.4086         250.0000          223          233
       790         550.0000           1.3150           0.4315           0.4080         250.0000          223          233
       791         550.0000           1.2986           0.4298           0.4067         250.0000          223          233
       792         550.0000           1.2790           0.4291           0.4046         250.0000          223          233
       793         600.0000           1.5799           0.4276           0.3962         250.0000          222          233
       794         550.0000           1.4652           0.4230           0.3984         250.0000          222          232
       795         550.0000           1.4494           0.4220           0.3988         250.0000          222          232
       796         550.0000           1.4284           0.4196           0.3976         200.0000          222          232
       797         550.0000           1.5721           0.4188           0.3977         250.0000          222          232
       798         550.0000           1.5088           0.4175           0.3979         250.0000          222          232
       799         550.0000           1.5152           0.4182           0.3978         250.0000          222          232
       800         600.0000           1.6159           0.4161           0.3914         250.0000          221          232
       801         600.0000           1.6415           0.4162           0.3885         250.0000          221          232
       802         600.0000           1.6966           0.4158           0.3920         300.0000          221          232
       803         600.0000           1.7376           0.4163           0.3927         250.0000          221          232
       804         550.0000           1.3762           0.4152           0.3935         250.0000          221          231
       805         550.0000           1.3580           0.4142           0.3933         250.0000          221          231
       806         550.0000           1.5100           0.4127           0.3921         250.0000          221          231
       807         550.0000           1.4829           0.4128           0.3909         250.0000          221          231
       808         550.0000           1.4844           0.4106           0.3907         250.0000          221          231
       809         550.0000           1.4091           0.4126           0.3911         250.0000          221          231
       810         550.0000           1.4726           0.4119           0.3924         250.0000          221          231
       811         550.0000           1.4348           0.4146           0.3942         250.0000          221          231
       812         600.0000           1.4425           0.4136           0.3884         300.0000          220          231
       813         550.0000           1.3734           0.4160           0.3892         200.0000          220          230
       814         550.0000           1.2500           0.4154           0.3935         250.0000          220          230
       815         550.0000           1.3319           0.4178           0.3963         200.0000          220          230
       816         550.0000           1.2231           0.4178           0.3977         200.0000          220          230
       817         550.0000           1.4066           0.4176           0.3980         250.0000          220          230
       818         600.0000           1.2983           0.4170           0.3912         200.0000          219          230
       819         550.0000           1.5525           0.4154           0.3961         250.0000          220          230
       820         550.0000           1.4385           0.4117           0.3937         250.0000          220          230
       821         550.0000           1.5030           0.4118           0.3922         250.0000          220          230
       822         500.0000           1.3930           0.4102           0.3927         200.0000          220          229
       823         500.0000           1.3026           0.4124           0.3929         200.0000          220          229
       824         500.0000           1.4474           0.4110           0.3930         250.0000          220          229
       825         500.0000           1.4248           0.4136           0.3942         200.0000          220          229
       826         500.0000           1.5738           0.4129           0.3948         250.0000          220          229
       827         500.0000           1.5412           0.4152           0.3967         200.0000          220          229
       828         500.0000           1.4930           0.4182           0.3990         200.0000          220          229
       829         500.0000           1.4601           0.4196           0.3997         250.0000          220          229
       830         500.0000           1.4460           0.4223           0.4020         250.0000          220          229
       831         450.0000           1.3940           0.4252           0.4049         200.0000          220          228
       832         450.0000           1.3215           0.4237           0.4066         200.0000          220          228
       833         500.0000           1.2717           0.4267           0.4028         200.0000          219          228
       834         550.0000           1.2571           0.4256           0.3980         200.0000          218          228
       835         600.0000           1.2836           0.4279           0.3975         200.0000          217          228
       836        1700.0000           0.8359           0.4284           0.3547         250.0000          195          228
       837        1700.0000           0.9428           0.4293           0.3533         250.0000          194          227
       838        1750.0000           0.8824           0.4321           0.3520         250.0000          193          227
       839        1850.0000           0.8175           0.4331           0.3486         250.0000          191          227
       840        2050.0000           0.7773           0.4341           0.3433         350.0000          187          227
       841        2200.0000           0.7591           0.4340           0.3409         400.0000          184          227
       842        1550.0000           0.9910           0.4326           0.3736         400.0000          197          227
       843        1500.0000           1.0172           0.4308           0.3778         550.0000          198          227
       844        1500.0000           0.9284           0.4294           0.3780         550.0000          198          227
       845        1500.0000           0.9685           0.4230           0.3789         550.0000          198          227
       846        1500.0000           0.9237           0.4181           0.3773         200.0000          198          227
       847        1450.0000           0.9435           0.4156           0.3751         200.0000          199          227
       848        1450.0000           0.8608           0.4026           0.3619         150.0000          198          226
       849        1450.0000           0.8322           0.3957           0.3448         100.0000          198          226
       850         400.0000           1.1511           0.3930           0.3596         100.0000          219          226
       851         400.0000           1.3257           0.3918           0.3572         100.0000          219          226
       852         400.0000           1.2217           0.3904           0.3559         100.0000          219          226
       853         400.0000           1.1891           0.3914           0.3569         100.0000          219          226
       854         350.0000           0.7962           0.3867           0.3561         100.0000          219          225
       855         350.0000           0.9458           0.3889           0.3631         100.0000          219          225
       856         350.0000           0.9270           0.3899           0.3642         100.0000          219          225
       857         300.0000           0.8743           0.3899           0.3700         100.0000          220          225
       858         300.0000           0.8723           0.3904           0.3697         100.0000          220          225
       859         300.0000           0.8163           0.3909           0.3698         100.0000          220          225
       860         300.0000           0.9669           0.3920           0.3709         100.0000          220          225
       861         300.0000           0.9702           0.3922           0.3711         100.0000          220          225
       862         300.0000           0.9586           0.3921           0.3719         100.0000          220          225
       863         350.0000           1.0320           0.3903           0.3667         100.0000          219          225
       864         400.0000           1.0897           0.3905           0.3648         100.0000          218          225
       865         400.0000           0.8347           0.3950           0.3699         100.0000          218          225
       866         450.0000           0.8145           0.3961           0.3673         100.0000          217          225
       867         450.0000           0.8590           0.3959           0.3701         100.0000          217          225
       868         500.0000           0.8783           0.3956           0.3660         100.0000          216          225
       869         500.0000           0.8735           0.3948           0.3684         100.0000          216          225
